CMDLINE C:\Python27\python.exe NewsService.py ..\news.xml
MEM 0.113281 1513816846.6220
MEM 9.226562 1513816846.7220
MEM 10.750000 1513816846.8220
MEM 13.566406 1513816846.9220
MEM 15.546875 1513816847.0230
MEM 16.609375 1513816847.1230
MEM 16.667969 1513816847.2230
MEM 16.710938 1513816847.3230
MEM 16.718750 1513816847.4230
MEM 16.718750 1513816847.5230
MEM 16.718750 1513816847.6230
MEM 16.718750 1513816847.7230
MEM 16.718750 1513816847.8230
MEM 16.718750 1513816847.9230
MEM 17.113281 1513816848.0230
MEM 19.917969 1513816848.1230
MEM 21.023438 1513816848.2230
MEM 25.871094 1513816848.3230
MEM 26.621094 1513816848.4240
MEM 26.621094 1513816848.5240
MEM 26.621094 1513816848.6240
MEM 26.621094 1513816848.7240
MEM 26.621094 1513816848.8240
MEM 26.621094 1513816848.9240
MEM 26.621094 1513816849.0240
MEM 26.621094 1513816849.1240
MEM 26.621094 1513816849.2240
MEM 26.621094 1513816849.3240
MEM 26.621094 1513816849.4240
MEM 26.621094 1513816849.5240
MEM 26.621094 1513816849.6240
MEM 26.621094 1513816849.7240
MEM 26.621094 1513816849.8250
MEM 26.621094 1513816849.9250
MEM 26.937500 1513816850.0250
MEM 26.937500 1513816850.1250
MEM 26.937500 1513816850.2250
