TIME,MEMORY
12:47:34,2368,1065152,16960,36608
12:47:36,2368,1065152,16960,36608
12:47:38,2368,1065152,16960,36608
12:47:40,2368,1065152,16960,36608
12:47:42,2368,1065152,16960,36608
12:47:44,2368,1065152,16960,36608
12:47:46,2368,1065152,16960,36608
12:47:48,2368,1065152,16960,36608
12:47:50,2368,1065152,16960,36608
12:47:52,2368,1065152,16960,36608
12:47:54,2368,1065152,16960,36608
12:47:56,2368,1065152,16960,36608
12:47:58,2368,1065152,16960,36608
12:48:00,2368,1065152,16960,36608
12:48:02,2368,1065152,16960,36608
12:48:04,2368,1065152,16960,36608
12:48:06,2368,1065152,16960,36608
12:48:08,2368,1065152,16960,36608
12:48:10,2368,1065152,16960,36608
12:48:12,2368,1065152,16960,36608
12:48:14,2368,1065152,16960,36608
12:48:16,2368,1065152,16960,36608
12:48:18,2368,1065152,16960,36608
12:48:20,2368,1065152,16960,36608
12:48:22,2368,1065152,16960,36608
12:48:24,2560,1065152,16960,36608
12:48:26,2560,1065152,16960,36608
12:48:28,2624,1065152,16960,36608
12:48:30,2624,1065152,16960,36608
12:48:32,2368,1065152,16960,36608
12:48:34,2368,1065152,16960,36608
12:48:36,2368,1065152,16960,36608
12:48:38,2368,1065152,16960,36608
12:48:40,2368,1065152,16960,36608
12:48:42,2368,1065152,16960,36608
12:48:44,2368,1065152,16960,36608
12:48:46,2368,1065152,16960,36608
12:48:48,2368,1065152,16960,36608
12:48:50,2368,1065152,16960,36608
12:48:52,2368,1065152,16960,36608
12:48:54,2368,1065152,16960,36608
12:48:56,2368,1065152,16960,36608
12:48:58,2368,1065152,16960,36608
12:49:00,2368,1065152,16960,36608
12:49:02,2368,1065152,16960,36608
12:49:04,2368,1065152,16960,36608
12:49:06,2368,1065152,16960,36608
12:49:08,2368,1065152,16960,36608
12:49:10,2368,1065152,16960,36608
12:49:12,2688,1065152,16960,36416
12:49:14,2688,1065152,16960,36416
12:49:16,2752,1065152,16960,36416
12:49:18,2624,1065152,16960,36416
12:49:20,2496,1065152,16960,36416
12:49:22,2368,1065152,16960,36416
12:49:24,2368,1065152,16960,36416
12:49:26,2368,1065152,16960,36416
12:49:28,2368,1065152,16960,36416
12:49:30,2368,1065152,16960,36416
12:49:32,2368,1065152,16960,36416
12:49:34,2368,1065152,16960,36416
12:49:36,2368,1065152,16960,36416
12:49:38,2368,1065152,16960,36416
12:49:40,2368,1065152,16960,36416
12:49:42,2368,1065152,16960,36416
12:49:44,2368,1065152,16960,36416
12:49:46,2368,1065152,16960,36416
12:49:48,2368,1065152,16960,36416
12:49:50,2368,1065152,16960,36416
12:49:52,2368,1065152,16960,36416
