time,NODE1,NODE2,NODE3
2015-04-12 22:04:00.0,0.53,1.05,0.5
2015-04-12 22:05:00.0,0.51,1.11,0.54
2015-04-12 22:06:00.0,0.49,1.09,0.5
2015-04-12 22:07:00.0,0.48,1.08,0.48
2015-04-12 22:08:00.0,0.51,1.06,0.47
2015-04-12 22:09:00.0,0.5,1.1,0.48
2015-04-12 22:10:00.0,0.6,1.2,0.59
2015-04-12 22:11:00.0,0.64,1.1,0.59
2015-04-12 22:12:00.0,0.62,1.11,0.62
2015-04-12 22:13:00.0,0.55,1.1,0.54
2015-04-12 22:14:00.0,0.57,1.27,0.58
2015-04-12 22:15:00.0,0.53,1.31,0.52
2015-04-12 22:16:00.0,0.52,1.2,0.51
2015-04-12 22:17:00.0,0.48,1.12,0.51
2015-04-12 22:18:00.0,0.52,1.13,0.49
2015-04-12 22:19:00.0,0.5,1.08,0.49
2015-04-12 22:20:00.0,0.53,1.12,0.51
2015-04-12 22:21:00.0,0.48,1.13,0.51
2015-04-12 22:22:00.0,0.49,1.08,0.48
2015-04-12 22:23:00.0,0.51,1.1,0.51
2015-04-12 22:24:00.0,0.52,1.1,0.48
2015-04-12 22:25:00.0,0.51,1.12,0.51
2015-04-12 22:26:00.0,0.51,1.11,0.48
2015-04-12 22:27:00.0,0.51,1.1,0.48
2015-04-12 22:28:00.0,0.53,1.1,0.48
2015-04-12 22:29:00.0,0.52,1.13,0.5
2015-04-12 22:30:00.0,0.52,1.14,0.53
2015-04-12 22:31:00.0,0.52,1.12,0.51
2015-04-12 22:32:00.0,0.53,1.1,0.49
2015-04-12 22:33:00.0,0.52,1.1,0.48
2015-04-12 22:34:00.0,0.59,1.14,0.52
2015-04-12 22:35:00.0,0.58,1.14,0.52
2015-04-12 22:36:00.0,0.52,1.13,0.51
2015-04-12 22:37:00.0,0.54,1.16,0.49
2015-04-12 22:38:00.0,0.56,1.22,0.49
2015-04-12 22:39:00.0,0.52,1.08,0.48
2015-04-12 22:40:00.0,0.57,1.08,0.52
2015-04-12 22:41:00.0,0.58,1.29,0.53
2015-04-12 22:42:00.0,0.51,1.05,0.51
2015-04-12 22:43:00.0,0.49,1.1,0.53
2015-04-12 22:44:00.0,0.51,1.13,0.51
2015-04-12 22:45:00.0,0.53,1.22,0.51
2015-04-12 22:46:00.0,0.52,1.16,0.5
2015-04-12 22:47:00.0,0.63,1.07,0.51
2015-04-12 22:48:00.0,0.61,1.09,0.49
2015-04-12 22:49:00.0,0.62,1.12,0.5
2015-04-12 22:50:00.0,0.53,1.11,0.51
2015-04-12 22:51:00.0,0.51,1.74,0.49
2015-04-12 22:52:00.0,0.51,1.93,0.5
2015-04-12 22:53:00.0,0.53,1.09,0.51
2015-04-12 22:54:00.0,0.54,1.15,0.52
2015-04-12 22:55:00.0,0.51,1.13,0.53
2015-04-12 22:56:00.0,0.53,1.1,0.51
2015-04-12 22:57:00.0,0.51,1.15,0.5
2015-04-12 22:58:00.0,0.53,1.14,0.5
2015-04-12 22:59:00.0,0.53,1.17,0.53
2015-04-12 23:00:00.0,0.55,1.16,0.51
2015-04-12 23:01:00.0,0.54,1.11,0.55
2015-04-12 23:02:00.0,0.54,1.11,0.5
2015-04-12 23:03:00.0,0.52,1.08,0.47
2015-04-12 23:04:00.0,0.61,1.16,0.58
2015-04-12 23:05:00.0,0.64,1.2,0.6
2015-04-12 23:06:00.0,0.63,1.31,0.67
2015-04-12 23:07:00.0,0.64,1.22,0.57
2015-04-12 23:08:00.0,0.65,1.14,0.5
2015-04-12 23:09:00.0,0.52,1.1,0.49
2015-04-12 23:10:00.0,0.54,1.19,0.53
2015-04-12 23:11:00.0,0.55,1.26,0.54
2015-04-12 23:12:00.0,0.53,1.14,0.51
2015-04-12 23:13:00.0,0.53,1.09,0.46
2015-04-12 23:14:00.0,0.56,1.08,0.49
2015-04-12 23:15:00.0,0.56,1.09,0.49
2015-04-12 23:16:00.0,0.52,1.15,0.49
2015-04-12 23:17:00.0,0.49,1.2,0.5
2015-04-12 23:18:00.0,0.68,1.15,0.49
2015-04-12 23:19:00.0,0.49,1.1,0.49
2015-04-12 23:20:00.0,0.52,1.12,0.51
2015-04-12 23:21:00.0,0.49,1.15,0.46
2015-04-12 23:22:00.0,0.51,1.16,0.49
2015-04-12 23:23:00.0,0.53,1.14,0.49
2015-04-12 23:24:00.0,0.59,1.17,0.51
2015-04-12 23:25:00.0,0.54,1.13,0.49
2015-04-12 23:26:00.0,0.55,1.11,0.5
2015-04-12 23:27:00.0,0.51,1.12,0.47
2015-04-12 23:28:00.0,0.51,1.14,0.48
2015-04-12 23:29:00.0,0.49,1.14,0.49
2015-04-12 23:30:00.0,0.53,1.17,0.5
2015-04-12 23:31:00.0,0.64,1.26,0.61
2015-04-12 23:32:00.0,0.61,1.26,0.66
2015-04-12 23:33:00.0,0.58,1.28,0.52
2015-04-12 23:34:00.0,0.53,1.15,0.51
2015-04-12 23:35:00.0,0.53,1.11,0.49
2015-04-12 23:36:00.0,0.51,1.1,0.49
2015-04-12 23:37:00.0,0.52,1.12,0.47
2015-04-12 23:38:00.0,0.54,1.17,0.5
2015-04-12 23:39:00.0,0.51,1.17,0.49
2015-04-12 23:40:00.0,0.52,1.13,0.49
2015-04-12 23:41:00.0,0.55,1.13,0.5
2015-04-12 23:42:00.0,0.46,1.13,0.47
2015-04-12 23:43:00.0,0.5,1.14,0.47
2015-04-12 23:44:00.0,0.49,1.12,0.52
2015-04-12 23:45:00.0,0.5,1.11,0.56
2015-04-12 23:46:00.0,0.5,1.08,0.5
2015-04-12 23:47:00.0,0.51,1.07,0.46
2015-04-12 23:48:00.0,0.52,1.06,0.51
2015-04-12 23:49:00.0,0.5,1.06,0.48
2015-04-12 23:50:00.0,0.53,1.09,0.5
2015-04-12 23:51:00.0,0.5,1.88,0.5
2015-04-12 23:52:00.0,0.51,1.8,0.48
2015-04-12 23:53:00.0,0.52,1.1,0.52
2015-04-12 23:54:00.0,0.52,1.1,0.5
2015-04-12 23:55:00.0,0.49,1.08,0.48
2015-04-12 23:56:00.0,0.53,1.09,0.52
2015-04-12 23:57:00.0,0.61,1.15,0.59
2015-04-12 23:58:00.0,0.62,1.11,0.51
2015-04-12 23:59:00.0,2.16,2.87,1.49
2015-04-13 00:00:00.0,0.65,1.26,0.65
2015-04-13 00:01:00.0,0.58,1.24,0.63
2015-04-13 00:02:00.0,0.53,1.2,0.58
2015-04-13 00:03:00.0,0.48,1.16,0.56
2015-04-13 00:04:00.0,0.51,1.04,0.59
2015-04-13 00:05:00.0,0.53,1.1,0.56
2015-04-13 00:06:00.0,0.52,1.12,0.6
2015-04-13 00:07:00.0,0.55,1.17,0.61
2015-04-13 00:08:00.0,0.51,1.06,0.55
2015-04-13 00:09:00.0,0.51,1.05,0.59
2015-04-13 00:10:00.0,0.53,1.07,0.61
2015-04-13 00:11:00.0,0.51,1.09,0.52
2015-04-13 00:12:00.0,0.53,1.17,0.51
2015-04-13 00:13:00.0,0.53,1.07,0.5
2015-04-13 00:14:00.0,0.59,1.13,0.54
2015-04-13 00:15:00.0,0.53,1.09,0.51
2015-04-13 00:16:00.0,0.52,1.09,0.51
2015-04-13 00:17:00.0,0.51,1.1,0.5
2015-04-13 00:18:00.0,0.5,1.07,0.49
2015-04-13 00:19:00.0,0.61,1.21,0.51
2015-04-13 00:20:00.0,0.56,1.1,0.49
2015-04-13 00:21:00.0,0.48,1.04,0.46
2015-04-13 00:22:00.0,0.52,1.05,0.6
2015-04-13 00:23:00.0,0.5,1.07,0.63
2015-04-13 00:24:00.0,0.54,1.15,0.6
2015-04-13 00:25:00.0,0.53,1.22,0.63
2015-04-13 00:26:00.0,0.51,1.12,0.59
2015-04-13 00:27:00.0,0.59,1.13,0.68
2015-04-13 00:28:00.0,0.65,1.18,0.62
2015-04-13 00:29:00.0,0.63,1.06,0.5
2015-04-13 00:30:00.0,0.66,1.07,0.48
2015-04-13 00:31:00.0,0.53,1.08,0.49
2015-04-13 00:32:00.0,0.51,1.12,0.5
2015-04-13 00:33:00.0,0.51,1.06,0.48
2015-04-13 00:34:00.0,0.52,1.13,0.5
2015-04-13 00:35:00.0,0.52,1.11,0.54
2015-04-13 00:36:00.0,0.48,1.08,0.46
2015-04-13 00:37:00.0,0.49,1.07,0.49
2015-04-13 00:38:00.0,0.52,1.13,0.51
2015-04-13 00:39:00.0,0.5,1.04,0.49
2015-04-13 00:40:00.0,0.54,1.1,0.51
2015-04-13 00:41:00.0,0.51,1.07,0.48
2015-04-13 00:42:00.0,0.51,1.07,0.48
2015-04-13 00:43:00.0,0.5,1.1,0.49
2015-04-13 00:44:00.0,0.59,1.23,0.6
2015-04-13 00:45:00.0,0.63,1.13,0.64
2015-04-13 00:46:00.0,0.66,1.17,0.65
2015-04-13 00:47:00.0,0.68,1.12,0.51
2015-04-13 00:48:00.0,0.64,1.1,0.66
2015-04-13 00:49:00.0,0.63,1.12,0.66
2015-04-13 00:50:00.0,0.56,1.08,0.62
2015-04-13 00:51:00.0,0.58,1.8,0.63
2015-04-13 00:52:00.0,0.55,1.93,0.5
2015-04-13 00:53:00.0,0.5,1.11,0.47
2015-04-13 00:54:00.0,0.54,1.14,0.52
2015-04-13 00:55:00.0,0.56,1.2,0.53
2015-04-13 00:56:00.0,0.61,1.15,0.59
2015-04-13 00:57:00.0,0.57,1.21,0.55
2015-04-13 00:58:00.0,0.54,1.17,0.5
2015-04-13 00:59:00.0,0.55,1.15,0.53
2015-04-13 01:00:00.0,0.85,1.12,0.55
2015-04-13 01:01:00.0,0.52,1.1,0.5
2015-04-13 01:02:00.0,0.51,1.07,0.49
2015-04-13 01:03:00.0,0.5,1.08,0.48
2015-04-13 01:04:00.0,0.53,1.08,0.48
2015-04-13 01:05:00.0,0.52,1.1,0.5
2015-04-13 01:06:00.0,0.51,1.21,0.5
2015-04-13 01:07:00.0,0.52,1.21,0.5
2015-04-13 01:08:00.0,0.5,1.08,0.48
2015-04-13 01:09:00.0,0.49,1.09,0.47
2015-04-13 01:10:00.0,0.49,1.12,0.48
2015-04-13 01:11:00.0,1.57,1.07,0.48
2015-04-13 01:12:00.0,0.52,1.14,0.51
2015-04-13 01:13:00.0,0.51,1.08,0.5
2015-04-13 01:14:00.0,0.71,1.3,0.63
2015-04-13 01:15:00.0,0.69,1.35,0.64
2015-04-13 01:16:00.0,0.65,1.29,0.68
2015-04-13 01:17:00.0,0.63,1.22,0.58
2015-04-13 01:18:00.0,0.56,1.21,0.52
2015-04-13 01:19:00.0,0.58,1.19,0.57
2015-04-13 01:20:00.0,0.67,1.32,0.64
2015-04-13 01:21:00.0,0.58,1.21,0.56
2015-04-13 01:22:00.0,0.68,1.28,0.64
2015-04-13 01:23:00.0,0.76,1.21,0.5
2015-04-13 01:24:00.0,0.61,1.16,0.49
2015-04-13 01:25:00.0,0.63,1.29,0.5
2015-04-13 01:26:00.0,0.64,1.22,0.48
2015-04-13 01:27:00.0,0.66,1.2,0.51
2015-04-13 01:28:00.0,0.52,1.08,0.5
2015-04-13 01:29:00.0,0.51,1.07,0.52
2015-04-13 01:30:00.0,0.49,1.08,0.48
2015-04-13 01:31:00.0,0.49,1.08,0.5
2015-04-13 01:32:00.0,0.49,1.12,0.49
2015-04-13 01:33:00.0,0.5,1.13,0.47
2015-04-13 01:34:00.0,0.51,1.1,0.49
2015-04-13 01:35:00.0,0.51,1.11,0.5
2015-04-13 01:36:00.0,0.49,1.1,0.48
2015-04-13 01:37:00.0,0.49,1.12,0.49
2015-04-13 01:38:00.0,0.54,1.15,0.51
2015-04-13 01:39:00.0,0.48,1.08,0.46
2015-04-13 01:40:00.0,0.56,1.31,0.59
2015-04-13 01:41:00.0,0.5,1.28,0.61
2015-04-13 01:42:00.0,0.53,1.28,0.63
2015-04-13 01:43:00.0,0.58,1.28,0.7
2015-04-13 01:44:00.0,0.71,1.27,0.79
2015-04-13 01:45:00.0,0.72,1.35,0.83
2015-04-13 01:46:00.0,0.62,1.26,0.74
2015-04-13 01:47:00.0,0.51,1.09,0.59
2015-04-13 01:48:00.0,0.49,1.1,0.54
2015-04-13 01:49:00.0,0.49,1.08,0.48
2015-04-13 01:50:00.0,0.49,1.12,0.51
2015-04-13 01:51:00.0,0.5,1.8,0.53
2015-04-13 01:52:00.0,0.53,1.89,0.48
2015-04-13 01:53:00.0,0.51,1.12,0.52
2015-04-13 01:54:00.0,0.53,1.16,0.62
2015-04-13 01:55:00.0,0.49,1.14,0.6
2015-04-13 01:56:00.0,0.51,1.16,0.63
2015-04-13 01:57:00.0,0.53,1.1,0.65
2015-04-13 01:58:00.0,0.51,1.09,0.63
2015-04-13 01:59:00.0,0.5,1.1,0.61
2015-04-13 02:00:00.0,0.51,1.14,0.62
2015-04-13 02:01:00.0,0.51,1.13,0.62
2015-04-13 02:02:00.0,0.49,1.11,0.61
2015-04-13 02:03:00.0,0.54,1.18,0.64
2015-04-13 02:04:00.0,0.53,1.13,0.64
2015-04-13 02:05:00.0,0.51,1.18,0.63
2015-04-13 02:06:00.0,0.5,1.09,0.61
2015-04-13 02:07:00.0,0.48,1.13,0.59
2015-04-13 02:08:00.0,0.48,1.11,0.58
2015-04-13 02:09:00.0,0.49,1.15,0.63
2015-04-13 02:10:00.0,0.47,1.08,0.61
2015-04-13 02:11:00.0,0.57,1.18,0.67
2015-04-13 02:12:00.0,0.69,1.32,0.83
2015-04-13 02:13:00.0,0.84,1.49,0.9
2015-04-13 02:14:00.0,0.84,1.45,0.88
2015-04-13 02:15:00.0,0.68,1.22,0.78
2015-04-13 02:16:00.0,0.6,1.13,0.71
2015-04-13 02:17:00.0,0.64,1.15,0.73
2015-04-13 02:18:00.0,0.63,1.18,0.77
2015-04-13 02:19:00.0,0.62,1.12,0.74
2015-04-13 02:20:00.0,0.6,1.11,0.69
2015-04-13 02:21:00.0,0.62,1.42,0.68
2015-04-13 02:22:00.0,0.59,1.19,0.71
2015-04-13 02:23:00.0,0.65,1.4,0.74
2015-04-13 02:24:00.0,0.68,1.24,0.76
2015-04-13 02:25:00.0,0.77,1.33,0.84
2015-04-13 02:26:00.0,0.79,1.42,0.79
2015-04-13 02:27:00.0,0.75,1.39,0.7
2015-04-13 02:28:00.0,0.72,1.42,0.74
2015-04-13 02:29:00.0,0.71,1.28,0.67
2015-04-13 02:30:00.0,0.74,1.4,0.71
2015-04-13 02:31:00.0,0.65,1.32,0.7
2015-04-13 02:32:00.0,0.7,1.27,0.62
2015-04-13 02:33:00.0,0.74,1.25,0.71
2015-04-13 02:34:00.0,0.74,1.15,0.72
2015-04-13 02:35:00.0,0.72,1.21,0.65
2015-04-13 02:36:00.0,0.78,1.28,0.78
2015-04-13 02:37:00.0,0.73,1.2,0.72
2015-04-13 02:38:00.0,0.72,1.21,0.65
2015-04-13 02:39:00.0,0.75,1.18,0.59
2015-04-13 02:40:00.0,0.75,1.28,0.65
2015-04-13 02:41:00.0,0.79,1.34,0.77
2015-04-13 02:42:00.0,0.83,1.4,0.78
2015-04-13 02:43:00.0,0.79,1.33,0.76
2015-04-13 02:44:00.0,0.69,1.22,0.66
2015-04-13 02:45:00.0,0.68,1.22,0.64
2015-04-13 02:46:00.0,0.72,1.26,0.62
2015-04-13 02:47:00.0,0.72,1.34,0.64
2015-04-13 02:48:00.0,0.66,1.23,0.64
2015-04-13 02:49:00.0,0.66,1.17,0.63
2015-04-13 02:50:00.0,0.89,1.21,0.63
2015-04-13 02:51:00.0,0.63,1.89,0.59
2015-04-13 02:52:00.0,0.68,1.97,0.58
2015-04-13 02:53:00.0,0.76,1.44,0.72
2015-04-13 02:54:00.0,0.78,1.36,0.76
2015-04-13 02:55:00.0,0.85,1.49,0.79
2015-04-13 02:56:00.0,0.81,1.38,0.74
2015-04-13 02:57:00.0,0.75,1.34,0.63
2015-04-13 02:58:00.0,0.82,1.38,0.66
2015-04-13 02:59:00.0,0.75,1.32,0.55
2015-04-13 03:00:00.0,0.68,1.32,0.58
2015-04-13 03:01:00.0,0.54,1.2,0.49
2015-04-13 03:02:00.0,0.53,1.19,0.46
2015-04-13 03:03:00.0,0.52,1.28,0.5
2015-04-13 03:04:00.0,0.54,1.15,0.52
2015-04-13 03:05:00.0,0.57,1.16,0.49
2015-04-13 03:06:00.0,0.55,1.13,0.5
2015-04-13 03:07:00.0,0.52,1.07,0.49
2015-04-13 03:08:00.0,0.53,1.12,0.49
2015-04-13 03:09:00.0,0.56,1.09,0.68
2015-04-13 03:10:00.0,0.68,1.21,0.72
2015-04-13 03:11:00.0,0.69,1.35,0.65
2015-04-13 03:12:00.0,0.68,1.2,0.63
2015-04-13 03:13:00.0,0.56,1.11,0.5
2015-04-13 03:14:00.0,0.53,1.08,0.51
2015-04-13 03:15:00.0,0.53,1.1,0.49
2015-04-13 03:16:00.0,0.55,1.23,0.5
2015-04-13 03:17:00.0,0.51,1.11,0.47
2015-04-13 03:18:00.0,0.55,1.16,0.5
2015-04-13 03:19:00.0,0.49,1.03,0.5
2015-04-13 03:20:00.0,0.53,1.07,0.51
2015-04-13 03:21:00.0,0.51,1.11,0.49
2015-04-13 03:22:00.0,0.53,1.19,0.5
2015-04-13 03:23:00.0,0.55,1.15,0.54
2015-04-13 03:24:00.0,0.66,1.25,0.61
2015-04-13 03:25:00.0,0.68,1.26,0.63
2015-04-13 03:26:00.0,0.63,1.2,0.56
2015-04-13 03:27:00.0,0.64,1.23,0.63
2015-04-13 03:28:00.0,0.74,2.45,0.57
2015-04-13 03:29:00.0,0.63,1.21,0.62
2015-04-13 03:30:00.0,1.26,1.22,0.62
2015-04-13 03:31:00.0,0.5,1.17,0.57
2015-04-13 03:32:00.0,0.51,1.09,0.47
2015-04-13 03:33:00.0,0.52,1.18,0.49
2015-04-13 03:34:00.0,0.55,1.17,0.51
2015-04-13 03:35:00.0,0.5,1.17,0.48
2015-04-13 03:36:00.0,0.48,1.14,0.49
2015-04-13 03:37:00.0,0.49,1.15,0.5
2015-04-13 03:38:00.0,0.57,1.18,0.57
2015-04-13 03:39:00.0,0.66,1.21,0.62
2015-04-13 03:40:00.0,0.61,1.18,0.62
2015-04-13 03:41:00.0,0.59,1.18,0.58
2015-04-13 03:42:00.0,0.6,1.16,0.56
2015-04-13 03:43:00.0,0.62,1.21,0.61
2015-04-13 03:44:00.0,0.69,1.25,0.69
2015-04-13 03:45:00.0,0.59,1.25,0.58
2015-04-13 03:46:00.0,0.67,1.25,0.62
2015-04-13 03:47:00.0,0.67,1.27,1.58
2015-04-13 03:48:00.0,0.62,1.17,0.59
2015-04-13 03:49:00.0,0.65,1.26,0.6
2015-04-13 03:50:00.0,0.59,1.21,0.55
2015-04-13 03:51:00.0,0.51,1.86,0.47
2015-04-13 03:52:00.0,0.53,1.8,0.5
2015-04-13 03:53:00.0,0.54,1.08,0.51
2015-04-13 03:54:00.0,0.55,1.12,0.5
2015-04-13 03:55:00.0,0.54,1.26,0.53
2015-04-13 03:56:00.0,0.55,1.2,0.55
2015-04-13 03:57:00.0,0.56,1.25,0.51
2015-04-13 03:58:00.0,0.58,1.2,0.51
2015-04-13 03:59:00.0,0.58,1.25,0.51
2015-04-13 04:00:00.0,0.53,1.12,0.49
2015-04-13 04:01:00.0,0.53,1.11,0.49
2015-04-13 04:02:00.0,0.51,1.11,0.47
2015-04-13 04:03:00.0,0.54,1.13,0.49
2015-04-13 04:04:00.0,0.56,1.12,0.5
2015-04-13 04:05:00.0,0.53,1.11,0.52
2015-04-13 04:06:00.0,0.54,1.1,0.49
2015-04-13 04:07:00.0,0.65,1.21,0.63
2015-04-13 04:08:00.0,0.73,1.23,0.63
2015-04-13 04:09:00.0,0.7,1.22,0.68
2015-04-13 04:10:00.0,0.66,1.17,0.57
2015-04-13 04:11:00.0,0.62,1.2,0.49
2015-04-13 04:12:00.0,0.56,1.24,0.52
2015-04-13 04:13:00.0,0.51,1.11,0.5
2015-04-13 04:14:00.0,0.53,1.11,0.49
2015-04-13 04:15:00.0,0.54,1.25,0.5
2015-04-13 04:16:00.0,0.54,1.25,0.51
2015-04-13 04:17:00.0,0.52,1.13,0.48
2015-04-13 04:18:00.0,0.54,1.11,0.48
2015-04-13 04:19:00.0,0.55,1.09,0.51
2015-04-13 04:20:00.0,0.5,1.09,0.48
2015-04-13 04:21:00.0,0.5,1.1,0.48
2015-04-13 04:22:00.0,0.52,1.06,0.51
2015-04-13 04:23:00.0,0.53,1.1,0.48
2015-04-13 04:24:00.0,0.53,1.08,0.49
2015-04-13 04:25:00.0,0.53,1.16,0.51
2015-04-13 04:26:00.0,0.55,1.09,0.49
2015-04-13 04:27:00.0,0.51,1.14,0.46
2015-04-13 04:28:00.0,0.51,1.12,0.49
2015-04-13 04:29:00.0,0.51,1.11,0.5
2015-04-13 04:30:00.0,0.53,1.11,0.5
2015-04-13 04:31:00.0,0.53,1.14,0.49
2015-04-13 04:32:00.0,0.68,1.29,0.66
2015-04-13 04:33:00.0,0.64,1.35,0.64
2015-04-13 04:34:00.0,0.66,1.23,0.66
2015-04-13 04:35:00.0,0.66,1.29,0.63
2015-04-13 04:36:00.0,0.7,1.3,0.67
2015-04-13 04:37:00.0,0.85,1.36,0.77
2015-04-13 04:38:00.0,0.86,1.27,0.67
2015-04-13 04:39:00.0,0.94,1.48,0.73
2015-04-13 04:40:00.0,0.69,1.25,0.57
2015-04-13 04:41:00.0,0.63,1.36,0.55
2015-04-13 04:42:00.0,0.64,1.29,0.55
2015-04-13 04:43:00.0,0.64,1.25,0.57
2015-04-13 04:44:00.0,0.65,1.24,0.58
2015-04-13 04:45:00.0,0.62,1.27,0.58
2015-04-13 04:46:00.0,0.57,1.3,0.53
2015-04-13 04:47:00.0,0.53,1.27,0.53
2015-04-13 04:48:00.0,0.53,1.32,0.51
2015-04-13 04:49:00.0,0.56,1.21,0.49
2015-04-13 04:50:00.0,0.56,1.19,0.48
2015-04-13 04:51:00.0,0.51,1.91,0.48
2015-04-13 04:52:00.0,0.5,1.86,0.46
2015-04-13 04:53:00.0,0.5,1.09,0.51
2015-04-13 04:54:00.0,0.51,1.09,0.5
2015-04-13 04:55:00.0,0.52,1.12,0.5
2015-04-13 04:56:00.0,0.53,1.22,0.52
2015-04-13 04:57:00.0,0.51,1.16,0.49
2015-04-13 04:58:00.0,0.52,1.12,0.49
2015-04-13 04:59:00.0,0.53,1.13,0.49
2015-04-13 05:00:00.0,0.54,1.14,0.51
2015-04-13 05:01:00.0,0.54,1.15,0.5
2015-04-13 05:02:00.0,0.49,1.13,0.47
2015-04-13 05:03:00.0,0.55,1.23,0.5
2015-04-13 05:04:00.0,0.52,1.12,0.5
2015-04-13 05:05:00.0,0.59,1.3,0.58
2015-04-13 05:06:00.0,0.64,1.27,0.64
2015-04-13 05:07:00.0,0.69,1.28,0.69
2015-04-13 05:08:00.0,0.65,1.22,0.6
2015-04-13 05:09:00.0,0.55,1.14,0.49
2015-04-13 05:10:00.0,0.55,1.12,0.51
2015-04-13 05:11:00.0,0.54,1.14,0.54
2015-04-13 05:12:00.0,0.53,1.24,0.53
2015-04-13 05:13:00.0,0.53,1.17,0.48
2015-04-13 05:14:00.0,0.56,1.13,0.49
2015-04-13 05:15:00.0,0.51,1.14,0.46
2015-04-13 05:16:00.0,0.51,1.17,0.49
2015-04-13 05:17:00.0,0.52,1.15,0.48
2015-04-13 05:18:00.0,0.53,1.12,0.48
2015-04-13 05:19:00.0,0.56,1.03,0.47
2015-04-13 05:20:00.0,0.53,1.07,0.48
2015-04-13 05:21:00.0,0.56,1.16,0.54
2015-04-13 05:22:00.0,0.59,1.1,0.58
2015-04-13 05:23:00.0,0.58,1.05,0.56
2015-04-13 05:24:00.0,0.59,1.06,0.58
2015-04-13 05:25:00.0,0.58,1.09,0.59
2015-04-13 05:26:00.0,0.65,1.1,0.56
2015-04-13 05:27:00.0,0.59,1.11,0.55
2015-04-13 05:28:00.0,0.59,1.07,0.55
2015-04-13 05:29:00.0,0.6,1.12,0.58
2015-04-13 05:30:00.0,0.55,1.22,0.48
2015-04-13 05:31:00.0,0.48,1.09,0.49
2015-04-13 05:32:00.0,0.55,1.06,0.49
2015-04-13 05:33:00.0,0.66,1.14,0.53
2015-04-13 05:34:00.0,0.58,1.11,0.52
2015-04-13 05:35:00.0,0.75,1.32,0.67
2015-04-13 05:36:00.0,0.74,1.3,0.68
2015-04-13 05:37:00.0,0.67,1.22,0.65
2015-04-13 05:38:00.0,0.58,1.1,0.53
2015-04-13 05:39:00.0,0.53,1.1,0.48
2015-04-13 05:40:00.0,0.53,1.06,0.49
2015-04-13 05:41:00.0,0.53,1.08,0.51
2015-04-13 05:42:00.0,0.51,1.1,0.51
2015-04-13 05:43:00.0,0.53,1.06,0.52
2015-04-13 05:44:00.0,0.56,1.08,0.51
2015-04-13 05:45:00.0,0.53,1.13,0.53
2015-04-13 05:46:00.0,0.54,1.2,0.53
2015-04-13 05:47:00.0,0.58,1.22,0.52
2015-04-13 05:48:00.0,0.58,1.14,0.48
2015-04-13 05:49:00.0,0.51,1.15,0.5
2015-04-13 05:50:00.0,0.53,1.22,0.5
2015-04-13 05:51:00.0,0.53,1.88,0.51
2015-04-13 05:52:00.0,0.55,1.86,0.5
2015-04-13 05:53:00.0,0.52,1.16,0.49
2015-04-13 05:54:00.0,0.54,1.05,0.51
2015-04-13 05:55:00.0,0.55,1.08,0.5
2015-04-13 05:56:00.0,0.55,1.07,0.49
2015-04-13 05:57:00.0,0.51,1.06,0.49
2015-04-13 05:58:00.0,0.51,1.04,0.46
2015-04-13 05:59:00.0,0.6,1.17,0.48
2015-04-13 06:00:00.0,0.63,1.09,0.5
2015-04-13 06:01:00.0,0.56,1.08,0.52
2015-04-13 06:02:00.0,0.56,1.05,0.48
2015-04-13 06:03:00.0,0.57,1.1,0.51
2015-04-13 06:04:00.0,0.73,1.25,0.68
2015-04-13 06:05:00.0,0.83,1.37,0.74
2015-04-13 06:06:00.0,0.83,1.42,0.79
2015-04-13 06:07:00.0,0.76,1.29,0.69
2015-04-13 06:08:00.0,0.69,1.19,0.61
2015-04-13 06:09:00.0,0.63,1.21,0.63
2015-04-13 06:10:00.0,0.72,1.22,0.7
2015-04-13 06:11:00.0,0.73,1.26,0.64
2015-04-13 06:12:00.0,0.73,1.26,0.69
2015-04-13 06:13:00.0,0.75,1.36,0.71
2015-04-13 06:14:00.0,0.8,1.23,0.7
2015-04-13 06:15:00.0,0.76,1.2,0.68
2015-04-13 06:16:00.0,0.71,1.15,0.65
2015-04-13 06:17:00.0,0.73,1.15,0.68
2015-04-13 06:18:00.0,0.68,1.1,0.63
2015-04-13 06:19:00.0,0.67,1.1,0.66
2015-04-13 06:20:00.0,0.71,1.06,0.64
2015-04-13 06:21:00.0,0.67,1.07,0.64
2015-04-13 06:22:00.0,0.81,1.25,0.73
2015-04-13 06:23:00.0,0.88,1.3,0.87
2015-04-13 06:24:00.0,1.0,1.4,0.94
2015-04-13 06:25:00.0,0.98,1.34,0.93
2015-04-13 06:26:00.0,0.94,1.36,0.85
2015-04-13 06:27:00.0,0.9,1.35,0.75
2015-04-13 06:28:00.0,0.92,1.36,0.73
2015-04-13 06:29:00.0,0.94,1.39,0.78
2015-04-13 06:30:00.0,0.76,1.33,0.73
2015-04-13 06:31:00.0,0.77,1.41,0.77
2015-04-13 06:32:00.0,0.73,1.3,0.73
2015-04-13 06:33:00.0,0.76,1.35,0.73
2015-04-13 06:34:00.0,0.99,1.55,0.93
2015-04-13 06:35:00.0,1.01,1.56,0.87
2015-04-13 06:36:00.0,0.99,1.64,0.73
2015-04-13 06:37:00.0,0.89,1.42,0.61
2015-04-13 06:38:00.0,0.83,1.34,0.57
2015-04-13 06:39:00.0,0.87,1.38,0.58
2015-04-13 06:40:00.0,0.82,1.22,0.55
