time,NODE1,NODE2,NODE3
2015-04-13 06:41:00.0,0.73,1.13,0.59
2015-04-13 06:42:00.0,0.68,1.12,0.54
2015-04-13 06:43:00.0,0.62,1.1,0.5
2015-04-13 06:44:00.0,0.66,1.1,0.54
2015-04-13 06:45:00.0,0.64,1.15,0.5
2015-04-13 06:46:00.0,0.58,1.12,0.51
2015-04-13 06:47:00.0,0.65,1.13,0.51
2015-04-13 06:48:00.0,0.6,1.11,0.49
2015-04-13 06:49:00.0,0.64,1.1,0.49
2015-04-13 06:50:00.0,0.58,1.11,0.48
2015-04-13 06:51:00.0,0.61,2.15,0.49
2015-04-13 06:52:00.0,0.64,1.8,0.52
2015-04-13 06:53:00.0,0.69,1.12,0.53
2015-04-13 06:54:00.0,0.7,1.18,0.52
2015-04-13 06:55:00.0,0.57,1.12,0.49
2015-04-13 06:56:00.0,0.59,1.09,0.51
2015-04-13 06:57:00.0,0.57,1.17,0.49
2015-04-13 06:58:00.0,0.63,1.19,0.56
2015-04-13 06:59:00.0,0.62,1.18,0.53
2015-04-13 07:00:00.0,0.62,1.18,0.56
2015-04-13 07:01:00.0,0.62,1.21,0.56
2015-04-13 07:02:00.0,0.71,1.31,0.61
2015-04-13 07:03:00.0,0.78,1.3,0.71
2015-04-13 07:04:00.0,0.76,1.35,0.73
2015-04-13 07:05:00.0,0.71,1.29,0.7
2015-04-13 07:06:00.0,0.57,1.17,0.55
2015-04-13 07:07:00.0,0.51,1.12,0.52
2015-04-13 07:08:00.0,0.52,1.12,0.49
2015-04-13 07:09:00.0,0.62,1.11,0.51
2015-04-13 07:10:00.0,0.68,1.15,0.52
2015-04-13 07:11:00.0,0.64,1.1,0.48
2015-04-13 07:12:00.0,0.64,1.09,0.53
2015-04-13 07:13:00.0,0.62,1.14,0.51
2015-04-13 07:14:00.0,0.54,1.16,0.5
2015-04-13 07:15:00.0,0.55,1.14,0.5
2015-04-13 07:16:00.0,0.54,1.09,0.51
2015-04-13 07:17:00.0,0.52,1.14,0.51
2015-04-13 07:18:00.0,0.54,1.08,0.53
2015-04-13 07:19:00.0,0.5,1.07,0.49
2015-04-13 07:20:00.0,0.53,1.11,0.49
2015-04-13 07:21:00.0,0.53,1.17,0.49
2015-04-13 07:22:00.0,0.56,1.14,0.54
2015-04-13 07:23:00.0,0.58,1.14,0.55
2015-04-13 07:24:00.0,0.58,1.13,0.57
2015-04-13 07:25:00.0,0.59,1.17,0.55
2015-04-13 07:26:00.0,0.58,1.12,0.57
2015-04-13 07:27:00.0,0.58,1.09,0.55
2015-04-13 07:28:00.0,0.58,1.1,0.53
2015-04-13 07:29:00.0,0.6,1.11,0.57
2015-04-13 07:30:00.0,0.58,1.12,0.58
2015-04-13 07:31:00.0,0.53,1.11,0.52
2015-04-13 07:32:00.0,0.63,1.32,0.65
2015-04-13 07:33:00.0,0.68,1.39,0.67
2015-04-13 07:34:00.0,0.71,1.29,0.59
2015-04-13 07:35:00.0,0.63,1.25,0.5
2015-04-13 07:36:00.0,0.54,1.17,0.49
2015-04-13 07:37:00.0,0.54,1.16,0.49
2015-04-13 07:38:00.0,0.66,1.16,0.47
2015-04-13 07:39:00.0,0.53,1.13,0.48
2015-04-13 07:40:00.0,0.5,1.11,0.49
2015-04-13 07:41:00.0,0.56,1.11,0.49
2015-04-13 07:42:00.0,0.58,1.38,0.54
2015-04-13 07:43:00.0,0.51,1.14,0.51
2015-04-13 07:44:00.0,0.55,1.11,0.51
2015-04-13 07:45:00.0,0.56,1.16,0.49
2015-04-13 07:46:00.0,0.53,1.17,0.49
2015-04-13 07:47:00.0,0.81,1.22,0.6
2015-04-13 07:48:00.0,0.51,1.17,0.52
2015-04-13 07:49:00.0,0.5,1.16,0.52
2015-04-13 07:50:00.0,0.57,1.25,0.56
2015-04-13 07:51:00.0,0.52,1.86,0.53
2015-04-13 07:52:00.0,0.53,2.07,0.56
2015-04-13 07:53:00.0,0.54,1.26,0.58
2015-04-13 07:54:00.0,0.55,1.3,0.63
2015-04-13 07:55:00.0,0.53,1.22,0.65
2015-04-13 07:56:00.0,0.52,1.13,0.62
2015-04-13 07:57:00.0,0.5,1.1,0.58
2015-04-13 07:58:00.0,0.48,1.17,0.6
2015-04-13 07:59:00.0,0.5,1.13,0.59
2015-04-13 08:00:00.0,0.49,1.16,0.49
2015-04-13 08:01:00.0,0.55,1.24,0.58
2015-04-13 08:02:00.0,0.53,1.27,0.62
2015-04-13 08:03:00.0,0.54,1.25,0.58
2015-04-13 08:04:00.0,0.52,1.12,0.61
2015-04-13 08:05:00.0,0.49,1.13,0.49
2015-04-13 08:06:00.0,0.54,1.13,0.5
2015-04-13 08:07:00.0,0.54,1.06,0.47
2015-04-13 08:08:00.0,0.53,1.06,0.53
2015-04-13 08:09:00.0,0.54,1.06,0.5
2015-04-13 08:10:00.0,0.54,1.14,0.49
2015-04-13 08:11:00.0,0.63,1.16,0.54
2015-04-13 08:12:00.0,0.58,1.2,0.55
2015-04-13 08:13:00.0,0.55,1.15,0.55
2015-04-13 08:14:00.0,0.69,1.1,0.54
2015-04-13 08:15:00.0,0.61,1.16,0.56
2015-04-13 08:16:00.0,0.55,1.16,0.54
2015-04-13 08:17:00.0,0.51,1.07,0.58
2015-04-13 08:18:00.0,0.5,1.06,0.49
2015-04-13 08:19:00.0,0.47,1.05,0.48
2015-04-13 08:20:00.0,0.49,1.05,0.48
2015-04-13 08:21:00.0,0.47,1.06,0.47
2015-04-13 08:22:00.0,0.47,1.08,0.54
2015-04-13 08:23:00.0,0.51,1.1,0.47
2015-04-13 08:24:00.0,0.55,1.07,0.48
2015-04-13 08:25:00.0,0.5,1.12,0.5
2015-04-13 08:26:00.0,0.51,1.11,0.49
2015-04-13 08:27:00.0,0.5,1.1,0.49
2015-04-13 08:28:00.0,0.49,1.05,0.48
2015-04-13 08:29:00.0,0.48,1.11,0.49
2015-04-13 08:30:00.0,0.6,1.08,0.48
2015-04-13 08:31:00.0,0.64,1.2,0.56
2015-04-13 08:32:00.0,0.52,1.16,0.48
2015-04-13 08:33:00.0,0.5,1.06,0.46
2015-04-13 08:34:00.0,0.53,1.07,0.53
2015-04-13 08:35:00.0,0.52,1.28,0.56
2015-04-13 08:36:00.0,0.49,1.09,0.57
2015-04-13 08:37:00.0,0.47,1.08,0.51
2015-04-13 08:38:00.0,0.49,1.05,0.54
2015-04-13 08:39:00.0,0.52,1.09,0.53
2015-04-13 08:40:00.0,0.51,1.12,0.51
2015-04-13 08:41:00.0,0.51,1.06,0.48
2015-04-13 08:42:00.0,0.52,1.06,0.49
2015-04-13 08:43:00.0,0.48,1.07,0.48
2015-04-13 08:44:00.0,0.51,1.06,0.5
2015-04-13 08:45:00.0,0.51,1.06,0.53
2015-04-13 08:46:00.0,0.52,1.06,0.48
2015-04-13 08:47:00.0,0.49,1.05,0.5
2015-04-13 08:48:00.0,0.51,1.11,0.5
2015-04-13 08:49:00.0,0.58,1.17,0.5
2015-04-13 08:50:00.0,0.56,1.18,0.53
2015-04-13 08:51:00.0,0.51,1.6,0.49
2015-04-13 08:52:00.0,0.5,2.02,0.5
2015-04-13 08:53:00.0,0.52,1.13,0.51
2015-04-13 08:54:00.0,0.55,1.13,0.52
2015-04-13 08:55:00.0,0.51,1.08,0.49
2015-04-13 08:56:00.0,0.53,1.12,0.5
2015-04-13 08:57:00.0,0.51,1.09,0.5
2015-04-13 08:58:00.0,0.53,1.11,0.49
2015-04-13 08:59:00.0,0.57,1.15,0.54
2015-04-13 09:11:00.0,4.65,4.4,6.46
2015-04-13 09:12:00.0,0.8,1.27,0.72
2015-04-13 09:13:00.0,4.76,4.42,2.98
2015-04-13 09:14:00.0,0.64,1.24,0.62
2015-04-13 09:15:00.0,4.27,3.78,2.43
2015-04-13 09:16:00.0,0.66,1.24,0.65
2015-04-13 09:17:00.0,4.09,3.37,2.32
2015-04-13 09:18:00.0,0.62,1.15,0.61
2015-04-13 09:19:00.0,3.98,3.34,2.36
2015-04-13 09:20:00.0,0.64,1.21,0.61
2015-04-13 09:21:00.0,4.01,3.1,2.27
2015-04-13 09:22:00.0,0.65,1.27,0.62
2015-04-13 09:23:00.0,3.77,3.19,2.35
2015-04-13 09:24:00.0,0.61,1.15,0.59
2015-04-13 09:25:00.0,3.81,3.05,2.3
2015-04-13 09:26:00.0,0.61,1.18,0.6
2015-04-13 09:27:00.0,3.72,2.86,2.32
2015-04-13 09:28:00.0,0.66,1.25,0.64
2015-04-13 09:29:00.0,3.9,3.02,2.24
2015-04-13 09:30:00.0,0.64,1.28,0.76
2015-04-13 09:31:00.0,4.0,2.92,2.24
2015-04-13 09:32:00.0,0.68,1.18,0.66
2015-04-13 09:33:00.0,3.73,2.8,2.17
2015-04-13 09:34:00.0,0.64,1.22,0.62
2015-04-13 09:35:00.0,3.76,2.78,2.15
2015-04-13 09:36:00.0,0.64,1.26,0.66
2015-04-13 09:37:00.0,3.72,2.85,2.25
2015-04-13 09:38:00.0,0.69,1.38,0.64
2015-04-13 09:39:00.0,3.66,2.7,2.23
2015-04-13 09:40:00.0,0.69,1.37,0.63
2015-04-13 09:41:00.0,3.77,2.61,2.1
2015-04-13 09:42:00.0,0.62,1.24,0.65
2015-04-13 09:43:00.0,3.97,2.87,2.09
2015-04-13 09:44:00.0,0.65,1.14,0.59
2015-04-13 09:45:00.0,3.67,3.05,2.08
2015-04-13 09:46:00.0,0.65,1.26,0.64
2015-04-13 09:47:00.0,3.63,2.99,2.05
2015-04-13 09:48:00.0,0.65,1.27,0.61
2015-04-13 09:49:00.0,3.9,2.93,2.04
2015-04-13 09:50:00.0,0.7,1.28,0.63
2015-04-13 09:51:00.0,4.15,3.63,2.21
2015-04-13 09:52:00.0,0.77,2.14,0.72
2015-04-13 09:53:00.0,4.06,3.18,2.12
2015-04-13 09:54:00.0,0.71,1.18,0.61
2015-04-13 09:55:00.0,4.22,3.38,2.06
2015-04-13 09:56:00.0,0.64,1.19,0.64
2015-04-13 09:57:00.0,4.02,3.3,2.08
2015-04-13 09:58:00.0,0.7,1.36,0.64
2015-04-13 09:59:00.0,4.01,3.25,2.13
2015-04-13 10:00:00.0,0.66,1.32,0.63
2015-04-13 10:01:00.0,3.75,3.13,2.08
2015-04-13 10:02:00.0,0.66,1.31,0.66
2015-04-13 10:03:00.0,3.69,2.94,2.0
2015-04-13 10:04:00.0,0.66,1.27,0.91
2015-04-13 10:05:00.0,3.97,2.93,2.03
2015-04-13 10:06:00.0,37.33,36.34,46.37
2015-04-13 10:07:00.0,57.2,59.75,69.02
2015-04-13 10:08:00.0,59.58,61.5,68.38
2015-04-13 10:09:00.0,65.47,62.93,69.61
2015-04-13 10:10:00.0,64.24,65.12,65.29
2015-04-13 10:11:00.0,58.74,60.12,68.85
2015-04-13 10:12:00.0,12.48,11.53,13.61
2015-04-13 10:13:00.0,5.58,5.05,3.25
2015-04-13 10:14:00.0,0.67,1.35,0.65
2015-04-13 10:15:00.0,5.16,4.52,2.8
2015-04-13 10:16:00.0,0.69,1.22,0.69
2015-04-13 10:17:00.0,4.93,3.94,3.13
2015-04-13 10:18:00.0,0.64,1.19,0.65
2015-04-13 10:19:00.0,4.48,3.61,2.47
2015-04-13 10:20:00.0,0.66,1.34,0.68
2015-04-13 10:21:00.0,4.34,3.51,2.54
2015-04-13 10:22:00.0,2.02,2.61,2.17
2015-04-13 10:23:00.0,4.17,3.3,2.47
2015-04-13 10:24:00.0,0.95,1.62,0.99
2015-04-13 10:25:00.0,5.89,4.92,4.07
2015-04-13 10:26:00.0,1.61,2.33,1.63
2015-04-13 10:27:00.0,3.97,3.12,2.4
2015-04-13 10:28:00.0,0.7,1.5,0.86
2015-04-13 10:29:00.0,4.05,3.02,2.34
2015-04-13 10:30:00.0,0.74,1.48,0.72
2015-04-13 10:31:00.0,3.97,3.01,2.47
2015-04-13 10:32:00.0,0.73,1.27,0.68
2015-04-13 10:33:00.0,3.85,2.89,2.19
2015-04-13 10:34:00.0,2.15,2.63,1.95
2015-04-13 10:35:00.0,10.03,9.57,8.98
2015-04-13 10:36:00.0,9.55,9.45,8.71
2015-04-13 10:37:00.0,3.18,2.51,1.89
2015-04-13 10:38:00.0,1.22,1.64,0.93
2015-04-13 10:39:00.0,2.27,1.91,1.4
2015-04-13 10:40:00.0,2.36,2.36,1.45
2015-04-13 10:41:00.0,1.57,1.76,1.13
2015-04-13 10:42:00.0,3.13,2.76,1.81
2015-04-13 10:43:00.0,0.73,1.41,0.71
2015-04-13 10:44:00.0,3.96,2.9,2.15
2015-04-13 10:45:00.0,0.63,1.2,0.63
2015-04-13 10:46:00.0,3.94,2.88,2.17
2015-04-13 10:47:00.0,0.6,1.22,0.63
2015-04-13 10:48:00.0,3.81,3.1,2.19
2015-04-13 10:49:00.0,0.61,1.25,0.7
2015-04-13 10:50:00.0,12.27,10.77,9.93
2015-04-13 10:51:00.0,0.65,1.72,0.63
2015-04-13 10:52:00.0,3.98,4.39,2.14
2015-04-13 10:53:00.0,0.62,1.22,0.63
2015-04-13 10:54:00.0,4.0,3.07,2.21
2015-04-13 10:55:00.0,0.65,1.37,0.69
2015-04-13 10:56:00.0,3.81,3.14,2.15
2015-04-13 10:57:00.0,0.6,1.17,0.66
2015-04-13 10:58:00.0,3.86,3.04,2.26
2015-04-13 10:59:00.0,0.73,1.17,0.8
2015-04-13 11:00:00.0,4.07,3.09,2.34
2015-04-13 11:01:00.0,0.81,1.22,0.74
2015-04-13 11:02:00.0,3.89,3.25,2.27
2015-04-13 11:03:00.0,0.62,1.21,0.66
2015-04-13 11:04:00.0,4.22,3.17,2.19
2015-04-13 11:05:00.0,0.71,1.3,0.72
2015-04-13 11:06:00.0,4.04,3.23,2.16
2015-04-13 11:07:00.0,0.67,1.16,0.64
2015-04-13 11:08:00.0,4.03,3.16,2.16
2015-04-13 11:09:00.0,0.74,1.49,0.7
2015-04-13 11:10:00.0,4.33,3.22,2.22
2015-04-13 11:11:00.0,0.66,1.36,0.76
2015-04-13 11:12:00.0,4.37,3.2,2.3
2015-04-13 11:13:00.0,0.61,1.3,0.71
2015-04-13 11:14:00.0,4.27,3.05,2.23
2015-04-13 11:15:00.0,0.62,1.24,0.69
2015-04-13 11:16:00.0,4.42,3.4,2.39
2015-04-13 11:17:00.0,0.67,1.27,0.74
2015-04-13 11:18:00.0,4.16,3.2,2.29
2015-04-13 11:19:00.0,0.64,1.28,0.7
2015-04-13 11:20:00.0,4.17,3.14,2.33
2015-04-13 11:21:00.0,0.64,1.29,0.72
2015-04-13 11:22:00.0,4.33,3.23,2.3
2015-04-13 11:23:00.0,0.67,1.22,0.69
2015-04-13 11:24:00.0,4.42,2.95,2.32
2015-04-13 11:25:00.0,0.62,1.17,0.69
2015-04-13 11:26:00.0,4.2,2.99,2.28
2015-04-13 11:27:00.0,0.66,1.5,0.7
2015-04-13 11:28:00.0,4.27,3.13,2.37
2015-04-13 11:29:00.0,0.66,1.27,0.73
2015-04-13 11:30:00.0,4.19,2.99,2.37
2015-04-13 11:31:00.0,0.68,1.26,0.74
2015-04-13 11:32:00.0,4.2,2.79,2.32
2015-04-13 11:33:00.0,0.62,1.21,0.67
2015-04-13 11:34:00.0,4.05,2.85,2.26
2015-04-13 11:35:00.0,0.7,1.26,0.69
2015-04-13 11:36:00.0,4.26,3.03,2.42
2015-04-13 11:37:00.0,0.63,1.24,0.74
2015-04-13 11:38:00.0,4.18,3.02,2.23
2015-04-13 11:39:00.0,0.66,1.42,0.73
2015-04-13 11:40:00.0,4.59,3.14,2.28
2015-04-13 11:41:00.0,0.7,1.38,0.74
2015-04-13 11:42:00.0,4.2,3.1,2.28
2015-04-13 11:43:00.0,0.67,1.25,0.72
2015-04-13 11:44:00.0,4.17,2.97,2.28
2015-04-13 11:45:00.0,0.69,1.43,0.73
2015-04-13 11:46:00.0,3.92,2.93,2.26
2015-04-13 11:47:00.0,0.65,1.37,0.69
2015-04-13 11:48:00.0,4.16,3.05,2.22
2015-04-13 11:49:00.0,0.63,1.32,0.69
2015-04-13 11:50:00.0,3.87,2.83,2.23
2015-04-13 11:51:00.0,0.63,1.93,0.74
2015-04-13 11:52:00.0,3.88,3.8,2.19
2015-04-13 11:53:00.0,0.64,1.33,0.7
2015-04-13 11:54:00.0,3.9,2.86,2.24
2015-04-13 11:55:00.0,0.64,1.37,0.74
2015-04-13 11:56:00.0,3.88,2.83,2.24
2015-04-13 11:57:00.0,0.68,1.33,0.74
2015-04-13 11:58:00.0,3.83,2.76,2.13
2015-04-13 11:59:00.0,0.66,1.32,0.7
2015-04-13 12:00:00.0,3.94,2.87,2.25
2015-04-13 12:01:00.0,0.8,1.36,0.89
2015-04-13 12:02:00.0,4.06,2.94,2.16
2015-04-13 12:03:00.0,0.76,1.39,0.69
2015-04-13 12:04:00.0,3.8,2.87,2.18
2015-04-13 12:05:00.0,0.69,1.25,0.71
2015-04-13 12:06:00.0,3.83,2.75,2.19
2015-04-13 12:07:00.0,0.63,1.32,0.71
2015-04-13 12:08:00.0,3.84,2.8,2.17
2015-04-13 12:09:00.0,0.7,1.38,0.68
2015-04-13 12:10:00.0,3.77,2.91,2.13
2015-04-13 12:11:00.0,0.74,1.44,0.75
2015-04-13 12:12:00.0,3.72,2.91,2.19
2015-04-13 12:13:00.0,0.66,1.43,0.74
2015-04-13 12:14:00.0,3.9,2.9,2.16
2015-04-13 12:15:00.0,0.68,1.38,0.76
2015-04-13 12:16:00.0,3.72,2.85,2.23
2015-04-13 12:17:00.0,0.64,1.43,0.72
2015-04-13 12:18:00.0,3.62,2.93,2.14
2015-04-13 12:19:00.0,0.61,1.32,0.7
2015-04-13 12:20:00.0,3.73,2.94,2.15
2015-04-13 12:21:00.0,0.68,1.43,0.76
2015-04-13 12:22:00.0,3.69,2.94,2.11
2015-04-13 12:23:00.0,0.73,1.41,0.79
2015-04-13 12:24:00.0,3.96,2.98,2.14
2015-04-13 12:25:00.0,0.71,1.28,0.63
2015-04-13 12:26:00.0,3.86,2.96,2.11
2015-04-13 12:27:00.0,0.62,1.43,0.78
2015-04-13 12:28:00.0,3.89,2.89,2.29
2015-04-13 12:29:00.0,0.65,1.46,0.86
2015-04-13 12:30:00.0,3.82,3.05,2.32
2015-04-13 12:31:00.0,0.76,1.39,0.83
2015-04-13 12:32:00.0,3.85,2.91,2.28
2015-04-13 12:33:00.0,0.66,1.43,0.87
2015-04-13 12:34:00.0,3.9,2.99,2.32
2015-04-13 12:35:00.0,0.63,1.38,0.84
2015-04-13 12:36:00.0,3.82,2.96,2.33
2015-04-13 12:37:00.0,0.66,1.45,0.9
2015-04-13 12:38:00.0,3.73,2.95,2.32
2015-04-13 12:39:00.0,3.86,2.12,1.58
2015-04-13 12:40:00.0,4.36,2.84,2.24
2015-04-13 12:41:00.0,0.63,1.37,0.86
2015-04-13 12:42:00.0,3.76,2.98,2.25
2015-04-13 12:43:00.0,0.62,1.35,0.82
2015-04-13 12:44:00.0,3.81,2.97,2.22
2015-04-13 12:45:00.0,0.62,1.39,0.82
2015-04-13 12:46:00.0,3.87,2.84,2.27
2015-04-13 12:47:00.0,0.68,1.33,0.79
2015-04-13 12:48:00.0,4.03,2.97,2.31
2015-04-13 12:49:00.0,0.78,1.37,0.83
2015-04-13 12:50:00.0,3.92,2.93,2.29
2015-04-13 12:51:00.0,0.71,2.11,0.8
2015-04-13 12:52:00.0,3.86,4.03,2.26
2015-04-13 12:53:00.0,0.64,1.69,0.75
2015-04-13 12:54:00.0,3.94,3.03,2.3
2015-04-13 12:55:00.0,0.65,1.5,0.81
2015-04-13 12:56:00.0,3.74,2.87,2.19
2015-04-13 12:57:00.0,0.65,1.45,0.79
2015-04-13 12:58:00.0,3.78,2.8,2.29
2015-04-13 12:59:00.0,0.66,1.35,0.78
2015-04-13 13:00:00.0,3.82,3.1,2.33
2015-04-13 13:01:00.0,0.65,1.41,0.81
2015-04-13 13:02:00.0,3.9,2.88,2.3
2015-04-13 13:03:00.0,0.63,1.35,0.78
2015-04-13 13:04:00.0,3.89,2.85,2.32
2015-04-13 13:05:00.0,0.66,1.49,0.83
2015-04-13 13:06:00.0,3.95,2.95,2.32
2015-04-13 13:07:00.0,0.72,1.65,0.89
2015-04-13 13:08:00.0,3.92,2.91,2.32
2015-04-13 13:09:00.0,0.67,1.38,0.8
2015-04-13 13:10:00.0,3.72,2.94,2.24
2015-04-13 13:11:00.0,0.79,1.49,0.86
2015-04-13 13:12:00.0,3.83,2.96,2.25
2015-04-13 13:13:00.0,0.64,1.35,0.8
2015-04-13 13:14:00.0,3.99,2.9,2.28
2015-04-13 13:15:00.0,0.65,1.4,0.81
2015-04-13 13:16:00.0,4.0,3.05,2.4
2015-04-13 13:17:00.0,0.68,1.6,0.93
2015-04-13 13:18:00.0,3.86,2.97,2.38
2015-04-13 13:19:00.0,0.68,1.4,0.74
2015-04-13 13:20:00.0,3.71,3.12,2.34
2015-04-13 13:21:00.0,0.71,1.6,0.8
2015-04-13 13:22:00.0,3.74,3.15,2.28
2015-04-13 13:23:00.0,0.66,1.42,0.75
2015-04-13 13:24:00.0,3.86,3.15,2.49
2015-04-13 13:25:00.0,0.8,1.65,0.97
2015-04-13 13:26:00.0,3.67,3.06,2.25
2015-04-13 13:27:00.0,0.92,1.72,1.09
