TIME,APPLICATION,SHAREDSORT,LOCKLIST,PACKAGECACHE,PRIVATE
17:13:15,74624,1946112,17216,1664,31232
17:13:25,74624,2002816,17216,1664,31232
17:13:35,74624,2032320,17216,1664,31232
17:13:45,74624,2056576,17216,1664,31232
17:13:55,74624,2070208,17216,1664,31232
17:14:05,74624,2068160,17216,1664,31296
17:14:15,74624,2068160,17216,1664,31296
17:14:25,74624,2067904,17216,1664,31296
17:14:35,74624,2067904,17216,1664,31296
17:14:45,74624,2086144,17216,1664,31296
17:14:55,74624,2135680,17216,1664,31296
17:15:05,74624,2198208,17216,1664,31296
17:15:15,74624,2223168,17216,1664,31296
17:15:25,74624,2254848,17216,1664,31296
17:15:35,74624,2312320,17216,1664,31296
17:15:45,74624,2304384,17216,1664,31296
17:15:55,74624,2314752,17216,1664,31296
17:16:05,74624,2316544,17216,1664,31296
17:16:15,74560,2319104,17216,1664,31296
17:16:25,74560,2324800,17216,1664,31296
17:16:35,74560,2323776,17216,1664,31296
17:16:45,74560,2311936,17216,1664,31296
17:16:55,74560,2311936,17216,1664,31296
17:17:05,74560,2309248,17216,1664,31296
17:17:15,74560,2329792,17216,1664,31296
17:17:25,74560,2314176,17216,1664,31296
17:17:35,74560,2297920,17216,1664,31296
17:17:45,81792,1949504,17216,1664,31552
17:17:55,81792,2793408,17216,1664,31552
17:18:05,81792,2790848,17216,1664,31552
17:18:15,81792,2800768,17216,1664,31552
17:18:25,81792,2799552,17216,1664,31552
17:18:35,81792,2800768,17216,1664,31552
17:18:45,81792,2796224,17216,1664,31552
17:18:55,81792,2728128,17216,1664,31552
17:19:05,93888,686080,17216,1664,34048
17:19:15,94528,773952,17216,1664,34048
17:19:25,95040,867776,17216,1664,34048
17:19:35,95296,918208,17216,1664,34048
17:19:45,95488,956096,17216,1664,34048
17:19:55,95744,963072,17216,1664,34048
17:20:05,96128,1009408,17216,1664,34048
17:20:15,96256,972544,17216,1664,34048
17:20:25,96256,975104,17216,1664,34048
17:20:35,96448,974016,17216,1664,34048
17:20:45,96320,975104,17216,1664,34048
17:20:55,96320,1015040,17216,1664,34048
17:21:05,96320,976128,17216,1664,34048
17:21:15,96320,974080,17216,1664,34048
17:21:25,96320,976128,17216,1664,34048
17:21:35,96320,976128,17216,1664,34048
17:21:45,96320,997696,17216,1664,34048
17:21:55,96320,1001792,17216,1664,34048
17:22:05,96320,974080,17216,1664,34048
17:22:15,96320,977152,17216,1664,34048
17:22:25,96320,973056,17216,1664,34048
17:22:35,96320,977152,17216,1664,34048
17:22:45,96320,1018112,17216,1664,34048
17:22:55,96320,976128,17216,1664,34048
17:23:05,96320,975104,17216,1664,34048
17:23:15,96320,1016064,17216,1664,34048
17:23:25,96320,979200,17216,1664,34048
17:23:35,96320,976128,17216,1664,34048
17:23:45,96320,1025280,17216,1664,34048
17:23:55,96320,982272,17216,1664,34048
17:24:05,96320,1024256,17216,1664,34048
17:24:15,96320,1003840,17216,1664,34048
17:24:25,96576,1133504,17216,1664,34048
17:24:36,96576,546880,17216,1664,34048
17:24:46,96576,546880,17216,1664,34048
17:24:56,96576,546880,17216,1664,34048
17:25:06,96576,546880,17216,1664,34048
17:25:16,96576,546880,17216,1664,34048
17:25:26,96576,546880,17216,1664,34048
17:25:36,96576,546880,17216,1664,34048
17:25:46,96576,546880,17216,1664,34048
17:25:56,96576,546880,17216,1664,34048
17:26:06,96576,546880,17216,1664,34048
17:26:16,96576,546880,17216,1664,34048
17:26:26,96576,546880,17216,1664,34048
17:26:36,96576,546880,17216,1664,34048
17:26:46,96576,546880,17216,1664,34048
17:26:56,96576,546880,17216,1664,34048
17:27:06,96576,546880,17216,1664,34048
17:27:16,96576,546880,17216,1664,34048
17:27:26,96576,546880,17216,1664,34048
17:27:36,96576,546880,17216,1664,34048
17:27:46,96576,546880,17216,1664,34048
17:27:56,96576,546880,17216,1664,34048
17:28:06,96576,546880,17216,1664,34048
17:28:16,96576,546880,17216,1664,34048
17:28:26,96512,700480,17216,1664,34048
17:28:36,96512,700480,17216,1664,34048
17:28:46,96512,700480,17216,1664,34048
17:28:56,96512,700480,17216,1664,34048
17:29:06,96512,712768,17216,1664,34048
17:29:16,96512,712768,17216,1664,34048
17:29:26,96512,749632,17216,1664,34048
17:29:36,96512,768064,17216,1664,34048
17:29:46,96512,774208,17216,1664,34048
17:29:56,96512,780352,17216,1664,34048
17:30:06,96512,786496,17216,1664,34048
17:30:16,96512,786496,17216,1664,34048
17:30:26,96512,835648,17216,1664,34048
17:30:36,96512,846592,17216,1664,34048
17:30:46,96512,852736,17216,1664,34048
17:30:56,96512,852736,17216,1664,34048
17:31:06,96512,852736,17216,1664,34048
17:31:16,96512,858880,17216,1664,34048
17:31:26,96512,865024,17216,1664,34048
17:31:36,96512,889600,17216,1664,34048
17:31:46,96512,911488,17216,1664,34048
17:31:56,96512,912896,17216,1664,34048
17:32:06,96512,911872,17216,1664,34048
17:32:16,96512,918016,17216,1664,34048
17:32:26,96512,918016,17216,1664,34048
17:32:36,96512,930304,17216,1664,34048
17:32:46,96512,928896,17216,1664,34048
17:32:56,96512,943232,17216,1664,34048
17:33:06,96512,959936,17216,1664,34048
17:33:16,96512,982464,17216,1664,34048
17:33:26,96512,988608,17216,1664,34048
17:33:36,96512,994752,17216,1664,34048
17:33:46,96512,1043904,17216,1664,34048
17:33:56,96512,1065856,17216,1664,34048
17:34:06,96512,1103488,17216,1664,34048
17:34:16,96512,1138432,17216,1664,34048
17:34:26,2304,9472,17216,1664,36608
17:34:36,2304,5376,17216,1664,36608
17:34:46,2304,2304,17216,1664,36608
17:34:56,2304,2304,17216,1664,36608
17:35:06,2304,2304,17216,1664,36608
17:35:16,2304,2304,17216,1664,36608
17:35:26,17856,1817792,17216,1664,36608
17:35:36,88896,3329984,17216,1664,36608
17:35:46,90880,3265472,17216,1664,36608
17:35:56,92416,3239872,17216,1664,36608
17:36:06,94272,3122112,17216,1664,36608
17:36:16,96704,3103680,17216,1664,36608
17:36:26,97280,3098560,17216,1664,36608
17:36:36,99776,3095488,17216,1664,36608
17:36:46,100608,3089344,17216,1664,36608
17:36:56,107328,2941376,17216,1664,36608
17:37:06,2304,2304,17216,1664,36160
17:37:16,2304,2304,17216,1664,36160
17:37:26,2304,2304,17216,1664,36160
17:37:36,2304,2304,17216,1664,36160
17:37:46,2304,2304,17216,1664,36160
17:37:56,2304,2304,17216,1664,36160
17:38:06,2304,2304,17216,1664,36160
17:38:16,2304,2304,17216,1664,36160
17:38:26,2304,2304,17216,1664,36160
17:38:36,2304,2304,17216,1664,36160
17:38:46,2304,2304,17216,1664,36160
17:38:56,2304,2304,17216,1664,36352
17:39:06,2304,2304,17216,1664,36352
17:39:16,2304,2304,17216,1664,36352
17:39:26,2304,2304,17216,1664,36352
17:39:36,2304,2304,17216,1664,36352
17:39:46,2304,2304,17216,1664,36352
17:39:56,2304,2304,17216,1664,36352
17:40:06,2304,2304,17216,1664,36352
17:40:16,2304,2304,17216,1664,36352
17:40:26,2304,2304,17216,1664,36352
17:40:36,2304,2304,17216,1664,36352
17:40:46,2304,2304,17216,1664,36352
17:40:56,2304,2304,17216,1664,36352
17:41:06,2304,2304,17216,1664,36352
17:41:16,2304,2304,17216,1664,36352
17:41:26,2304,2304,17216,1664,36352
17:41:36,2304,2304,17216,1664,36352
17:41:46,2304,2304,17216,1664,36352
17:41:56,2304,2304,17216,1664,36352
17:42:07,2304,2304,17216,1664,36352
17:42:17,2304,2304,17216,1664,36352
